,city,state,country,latitude,longitude,population,msa,new_label
327,heerenveen,friesland,netherlands,52.95929,5.91854,43094.0,,heerenveen-sneek MSA
328,rijswijk,south holland,netherlands,52.03634,4.32501,47299.0,,the hague MSA
329,bussum,north holland,netherlands,52.27333,5.16111,31334.0,,amsterdam MSA
330,maassluis,south holland,netherlands,51.92333,4.25,32780.0,,the hague MSA
331,almere stad,flevoland,netherlands,52.37025,5.21413,176432.0,,amsterdam MSA
332,elst,gelderland,netherlands,51.91917,5.84167,20488.0,,nijmegen MSA
333,nijmegen,gelderland,netherlands,51.8425,5.85278,158732.0,,nijmegen MSA
334,winterswijk,gelderland,netherlands,51.9725,6.71944,29623.0,,doetinchem-winterswijk MSA
335,ridderkerk,south holland,netherlands,51.8725,4.60278,45189.0,,dordrecht MSA
336,pijnacker,south holland,netherlands,52.01954,4.42946,18695.0,,the hague MSA
337,emmen,drenthe,netherlands,52.77917,6.90694,57010.0,,emmen MSA
338,veghel,north brabant,netherlands,51.61667,5.54861,25352.0,,uden-boxtel-best MSA
339,leeuwarden,friesland,netherlands,53.20139,5.80859,91424.0,,leeuwarden MSA
340,delft,south holland,netherlands,52.00667,4.35556,95060.0,,the hague MSA
341,weesp,north holland,netherlands,52.3075,5.04167,17802.0,,amsterdam MSA
342,almelo,overijssel,netherlands,52.35667,6.6625,72725.0,,enschede MSA
343,schiedam,south holland,netherlands,51.91917,4.38889,75438.0,,the hague MSA
344,dronten,flevoland,netherlands,52.525,5.71806,28073.0,,lelystad MSA
345,lisse,south holland,netherlands,52.26,4.55694,22321.0,,haarlem MSA
346,lelystad,flevoland,netherlands,52.50833,5.475,70741.0,,lelystad MSA
347,enschede,overijssel,netherlands,52.21833,6.89583,153655.0,,enschede MSA
348,voorburg,south holland,netherlands,52.07417,4.35972,38000.0,,the hague MSA
349,oldenzaal,overijssel,netherlands,52.31333,6.92917,31410.0,,enschede MSA
350,amsterdam,north holland,netherlands,52.37403,4.88969,741636.0,,amsterdam MSA
351,drunen,noord brabant,netherlands,51.6833,5.1667,18355.0,,drunen MSA
352,zwolle,overijssel,netherlands,52.5125,6.09444,111805.0,,zwolle MSA
353,uithoorn,north holland,netherlands,52.2375,4.82639,26846.0,,haarlem MSA
354,borne,overijssel,netherlands,52.30136,6.7482,20550.0,,enschede MSA
355,hoofddorp,north holland,netherlands,52.3025,4.68889,132734.0,,haarlem MSA
356,scheveningen,south holland,netherlands,52.10461,4.27557,23000.0,,the hague MSA
357,heerlen,limburg,netherlands,50.88365,5.98154,93084.0,,maastricht-heerlen MSA
358,de meern,utrecht,netherlands,52.08167,5.03611,22116.0,,leiden-gouda MSA
359,oegstgeest,south holland,netherlands,52.18,4.46944,21149.0,,haarlem MSA
360,beek en donk,noord brabant,netherlands,51.5161,5.6208,22333.0,,helmond MSA
361,nieuwerkerk aan den ijssel,zuid holland,netherlands,51.9656,4.6083,21649.0,,dordrecht MSA
362,broek op langedijk,north holland,netherlands,52.67417,4.80556,5695.0,,zaanstad-alkmaar MSA
363,maasbracht,limburg,netherlands,51.13929,5.88627,5680.0,,weert-roermond MSA
364,raamsdonksveer,north brabant,netherlands,51.69667,4.87361,6590.0,,breda MSA
365,staphorst,overijssel,netherlands,52.645,6.21111,15765.0,,kampen-emmeloord MSA
366,stadskanaal,groningen,netherlands,52.98947,6.9504,20000.0,,stadskanaal MSA
367,leerdam,utrecht,netherlands,51.89333,5.09167,20758.0,,nieuwegein MSA
368,huissen,gelderland,netherlands,51.9333,5.9333,15782.0,,nijmegen MSA
369,udenhout,north brabant,netherlands,51.60917,5.14306,7650.0,,tilburg MSA
370,vught,north brabant,netherlands,51.65333,5.2875,25043.0,,s hertogenbosch-oss MSA
371,zoeterwoude,zuid holland,netherlands,52.1136,4.5058,8450.0,,leiden-gouda MSA
372,volendam,north holland,netherlands,52.495,5.07083,22000.0,,zaanstad-alkmaar MSA
373,heino,overijssel,netherlands,52.43661,6.23282,6459.0,,dalfsen MSA
374,beek,limburg,netherlands,50.94083,5.79722,8415.0,,maastricht-heerlen MSA
375,westervoort,gelderland,netherlands,51.95583,5.97222,5635.0,,nijmegen MSA
376,rijnsburg,south holland,netherlands,52.19,4.44167,7990.0,,haarlem MSA
377,bemmel,gelderland,netherlands,51.89167,5.89861,12020.0,,nijmegen MSA
378,mijdrecht,utrecht,netherlands,52.20667,4.8625,15230.0,,leiden-gouda MSA
379,vroomshoop,overijssel,netherlands,52.46083,6.56528,8480.0,,dalfsen MSA
380,beilen,drenthe,netherlands,52.86333,6.51389,9495.0,,assen MSA
381,hattem,gelderland,netherlands,52.475,6.06389,11876.0,,zwolle MSA
382,buitenpost,friesland,netherlands,53.25166,6.14483,5120.0,,dokkum MSA
383,scherpenzeel,gelderland,netherlands,52.08,5.48889,8820.0,,ede MSA
384,sint oedenrode,north brabant,netherlands,51.5675,5.45972,16931.0,,uden-boxtel-best MSA
385,ommen,overijssel,netherlands,52.52083,6.42083,11820.0,,dalfsen MSA
386,den burg,north holland,netherlands,53.05417,4.79722,6485.0,,den helder MSA
387,poeldijk,south holland,netherlands,52.02417,4.21944,5800.0,,the hague MSA
388,zevenaar,gelderland,netherlands,51.93,6.07083,26063.0,,nijmegen MSA
389,hoogvliet,south holland,netherlands,51.86333,4.3625,34950.0,,the hague MSA
390,zundert,north brabant,netherlands,51.47167,4.65556,6835.0,,breda MSA
391,castricum,north holland,netherlands,52.54833,4.66944,35256.0,,zaanstad-alkmaar MSA
392,vleuten,utrecht,netherlands,52.10583,5.01528,6945.0,,leiden-gouda MSA
393,wormer,noord holland,netherlands,52.4972,4.8089,11470.0,,zaanstad-alkmaar MSA
394,asten,north brabant,netherlands,51.40417,5.74861,9535.0,,helmond MSA
395,joure,friesland,netherlands,52.9657,5.80301,12902.0,,heerenveen-sneek MSA
396,eerbeek,gelderland,netherlands,52.105,6.05833,10103.0,,apeldoorn MSA
397,s gravenzande,south holland,netherlands,52.00167,4.16528,19190.0,,the hague MSA
398,leek,groningen,netherlands,53.1625,6.37639,19651.0,,groningen MSA
399,dokkum,friesland,netherlands,53.32224,5.99697,13145.0,,dokkum MSA
400,lochem,gelderland,netherlands,52.15917,6.41111,12360.0,,boekelo MSA
401,epe,gelderland,netherlands,52.3475,5.98333,33385.0,,zwolle MSA
402,lekkerkerk,zuid holland,netherlands,51.8972,4.6828,7291.0,,dordrecht MSA
403,moordrecht,zuid holland,netherlands,51.9861,4.6681,7932.0,,dordrecht MSA
404,goor,overijssel,netherlands,52.23333,6.58611,11460.0,,boekelo MSA
405,dinteloord,north brabant,netherlands,51.635,4.36944,5105.0,,etten leur-barendrecht MSA
406,hoensbroek,limburg,netherlands,50.92387,5.92528,25000.0,,maastricht-heerlen MSA
407,zutphen,gelderland,netherlands,52.13833,6.20139,36188.0,,apeldoorn MSA
408,uitgeest,north holland,netherlands,52.52917,4.70972,11794.0,,zaanstad-alkmaar MSA
409,aalten,gelderland,netherlands,51.925,6.58056,19141.0,,doetinchem-winterswijk MSA
410,hasselt,overijssel,netherlands,52.59267,6.09527,6959.0,,kampen-emmeloord MSA
411,zandvoort,north holland,netherlands,52.37125,4.53306,16868.0,,haarlem MSA
412,voorschoten,south holland,netherlands,52.1275,4.44861,22468.0,,the hague MSA
413,noordwijk binnen,south holland,netherlands,52.234,4.44474,24363.0,,haarlem MSA
414,hellevoetsluis,south holland,netherlands,51.83333,4.13333,21927.0,,hellevoetsluis MSA
415,aerdenhout,noord holland,netherlands,52.3644,4.5972,55236.053500707254,,haarlem MSA
416,hooglanderveen,utrecht,netherlands,52.1889,5.4292,6962.875792359862,,utrecht MSA
417,luttelgeest,flevoland,netherlands,52.7431,5.8525,17544.880005723615,,kampen-emmeloord MSA
418,achterveld,utrecht,netherlands,52.1361,5.4969,6924.122274113093,,utrecht MSA
419,bergentheim,overijssel,netherlands,52.5264,6.6139,30145.623173668904,,hardenberg-hoogeveen MSA
420,boekelo,overijssel,netherlands,52.2044,6.8019,87030.53312180283,,boekelo MSA
421,veluwe,gelderland,netherlands,51.8289,5.4048,10334.565718430506,,s hertogenbosch-oss MSA
422,californie,limburg,netherlands,51.4216,6.1073,5059.142482253332,,venlo MSA
423,zuidoostbeemster,noord holland,netherlands,52.5167,4.9414,29544.546010806618,,zaanstad-alkmaar MSA
424,kamerik,utrecht,netherlands,52.1108,4.8928,23576.7521681009,,leiden-gouda MSA
425,heeten,overijssel,netherlands,52.3317,6.2806,11421.906876910085,,dalfsen MSA
426,de lutte,overijssel,netherlands,52.3128,6.9917,20332.851298083682,,enschede MSA
427,deurningen,overijssel,netherlands,52.3039,6.8394,24523.989869720957,,enschede MSA
428,susteren,limburg,netherlands,51.065,5.8556,8148.380823490617,,weert-roermond MSA
429,philippine,zeeland,netherlands,51.2828,3.7586,10095.880549251235,,goes-terneuzen MSA
430,veenwouden,fryslan,netherlands,53.2389,5.99,6253.060585929483,,dokkum MSA
431,wezep,gelderland,netherlands,52.4635,6.0058,7311.934453056275,,zwolle MSA
432,zwaag,noord holland,netherlands,52.6688,5.0655,32516.188689416922,,zaanstad-alkmaar MSA
433,kaatsheuvel,noord brabant,netherlands,51.6667,5.0667,32917.51674619752,,tilburg MSA
434,nieuw vennep,noord holland,netherlands,52.2639,4.6375,7609.494770037859,,haarlem MSA
435,empel,noord brabant,netherlands,51.7349,5.3015,42499.01801440877,,s hertogenbosch-oss MSA
436,denekamp,overijssel,netherlands,52.3794,7.0089,10904.03324905041,,enschede MSA
437,dedemsvaart,overijssel,netherlands,52.5997,6.4583,19602.502297062107,,hardenberg-hoogeveen MSA
438,glanerbrug,overijssel,netherlands,52.215,6.9742,77803.79058647691,,enschede MSA
439,holten,overijssel,netherlands,52.5716,6.115,30954.643899404076,,kampen-emmeloord MSA
440,musselkanaal,groningen,netherlands,52.9341,7.016,6506.205072918852,,stadskanaal MSA
441,hazerswoude rijndijk,zuid holland,netherlands,52.1292,4.5931,14902.483725229533,,leiden-gouda MSA
442,s graveland,noord holland,netherlands,52.243,5.1223,8858.613047805771,,amsterdam MSA
443,heinkenszand,zeeland,netherlands,51.473,3.8128,21359.748772230792,,goes-terneuzen MSA
444,achterhoek,overijssel,netherlands,52.3769,6.6951,39189.12365367207,,enschede MSA
445,beek ubbergen,gelderland,netherlands,51.8292,5.9258,19452.180766355472,,nijmegen MSA
446,santpoort noord,noord holland,netherlands,52.4225,4.6261,31928.871313662883,,haarlem MSA
447,harreveld,gelderland,netherlands,51.9778,6.5164,15197.163306150074,,doetinchem-winterswijk MSA
448,hollandscheveld,drenthe,netherlands,52.7061,6.5369,22495.578527217716,,hardenberg-hoogeveen MSA
449,beneden leeuwen,gelderland,netherlands,51.8811,5.5178,15941.78904224596,,s hertogenbosch-oss MSA
450,krommenie,noord holland,netherlands,52.5,4.7667,9808.765585116776,,zaanstad-alkmaar MSA
451,zwanenburg,noord holland,netherlands,52.3748,4.7313,36960.39413275298,,haarlem MSA
452,blerick,limburg,netherlands,51.3705,6.1429,55675.56577286812,,venlo MSA
453,wateringen,zuid holland,netherlands,52.0242,4.275,14997.073012082636,,the hague MSA
454,benschop,utrecht,netherlands,52.0072,4.9794,17818.305484408298,,nieuwegein MSA
455,rijsenhout,noord holland,netherlands,52.2685,4.7195,43524.34043434065,,haarlem MSA
456,swifterbant,flevoland,netherlands,52.5675,5.6417,19214.931094775588,,lelystad MSA
457,vierlingsbeek,noord brabant,netherlands,51.5961,6.0103,5156.444647673439,,venlo MSA
458,marknesse,flevoland,netherlands,52.7089,5.8622,17781.14513383098,,kampen-emmeloord MSA
459,driehuis,noord holland,netherlands,52.4472,4.6367,49801.77002973116,,haarlem MSA
460,westzaan,noord holland,netherlands,52.4667,4.7667,33206.79737841103,,zaanstad-alkmaar MSA
461,rouveen,overijssel,netherlands,52.6158,6.1808,11678.057498803066,,kampen-emmeloord MSA
462,nuland,noord brabant,netherlands,51.7291,5.4336,8735.699494334032,,s hertogenbosch-oss MSA
463,tolbert,groningen,netherlands,53.1711,6.3617,14826.644980467561,,groningen MSA
464,delfgauw,zuid holland,netherlands,52.0053,4.3953,50879.91916984638,,the hague MSA
465,akersloot,noord holland,netherlands,52.5603,4.7283,15951.586607959303,,zaanstad-alkmaar MSA
466,gaanderen,gelderland,netherlands,51.9281,6.3447,5413.242605287549,,doetinchem-winterswijk MSA
467,balkbrug,overijssel,netherlands,52.6006,6.3911,6107.008556424663,,hardenberg-hoogeveen MSA
468,enter,overijssel,netherlands,52.2954,6.5782,21428.746086332296,,boekelo MSA
469,den dolder,utrecht,netherlands,52.1397,5.2403,13170.50582597337,,utrecht MSA
470,koog aan de zaan,noord holland,netherlands,52.4667,4.8,49358.1044016835,,zaanstad-alkmaar MSA
471,albergen,overijssel,netherlands,52.3717,6.7619,8571.787785857792,,enschede MSA
472,huis ter heide,utrecht,netherlands,52.1108,5.2564,17987.947259953355,,utrecht MSA
473,t harde,gelderland,netherlands,52.4149,5.8788,13408.31813780195,,zwolle MSA
474,wehl,gelderland,netherlands,51.9667,6.2167,21977.47520223913,,doetinchem-winterswijk MSA
475,velsen noord,noord holland,netherlands,52.4722,4.6442,48569.77420250465,,haarlem MSA
476,kruiningen,zeeland,netherlands,51.4481,4.0342,6253.964044804802,,goes-terneuzen MSA
477,driebergen,utrecht,netherlands,52.05,5.2833,15752.013618482237,,utrecht MSA
478,vlieland,zuid holland,netherlands,52.0258,4.4387,20439.25658957195,,the hague MSA
479,nootdorp,zuid holland,netherlands,52.0439,4.3978,28671.338832871228,,the hague MSA
480,nijverdal,overijssel,netherlands,52.3631,6.4617,10547.01465379547,,dalfsen MSA
481,zevenbergen,noord brabant,netherlands,51.7285,5.5827,8102.082524283529,,s hertogenbosch-oss MSA
482,lexmond,zuid holland,netherlands,51.9625,5.0344,8872.863301960422,,nieuwegein MSA
483,lombok,utrecht,netherlands,52.0167,5.4333,5643.1454385225215,,utrecht MSA
484,soesterberg,utrecht,netherlands,52.1194,5.2831,28765.355329764097,,utrecht MSA
485,genemuiden,overijssel,netherlands,52.6244,6.0397,5222.617833564599,,kampen-emmeloord MSA
486,lage vuursche,utrecht,netherlands,52.1792,5.2222,23922.224178191507,,utrecht MSA
487,s gravendeel,zuid holland,netherlands,51.7812,4.6176,17643.898563831724,,etten leur-barendrecht MSA
488,bergambacht,zuid holland,netherlands,51.9328,4.7936,5875.038657751478,,dordrecht MSA
489,heenvliet,zuid holland,netherlands,51.8656,4.2425,5396.687376148543,,hellevoetsluis MSA
490,sint anthonis,north brabant,netherlands,51.62667,5.88194,3340.0,,north brabant-Non-MA
491,simpelveld,limburg,netherlands,50.83417,5.98194,2405.0,,limburg-Non-MA
492,koudum,friesland,netherlands,52.91551,5.44834,2600.0,,friesland-Non-MA
493,hank,north brabant,netherlands,51.735,4.89722,4323.0,,north brabant-Non-MA
494,wommels,friesland,netherlands,53.10883,5.58749,2065.0,,friesland-Non-MA
495,schiermonnikoog,friesland,netherlands,53.48025,6.15209,835.0,,friesland-Non-MA
496,molenhoek,north brabant,netherlands,51.71113,5.36809,3745.0,,north brabant-Non-MA
497,de glind,gelderland,netherlands,52.12,5.50694,320.0,,gelderland-Non-MA
498,koudekerke,zeeland,netherlands,51.48167,3.55417,2880.0,,zeeland-Non-MA
499,linne,limburg,netherlands,51.155,5.93889,3645.0,,limburg-Non-MA
500,akkrum,friesland,netherlands,53.05024,5.83087,3440.0,,friesland-Non-MA
501,wemeldinge,zeeland,netherlands,51.51833,3.99722,2855.0,,zeeland-Non-MA
502,herwijnen,gelderland,netherlands,51.82667,5.12917,2305.0,,gelderland-Non-MA
503,dommelen,north brabant,netherlands,51.34624,5.43394,1220.0,,north brabant-Non-MA
504,muntendam,groningen,netherlands,53.1336,6.8686,4748.0,,groningen-Non-MA
505,oost souburg,zeeland,netherlands,51.4636,3.6008,541.0,,zeeland-Non-MA
506,nijeveen,drenthe,netherlands,52.7328,6.1675,2860.0,,drenthe-Non-MA
507,oudenhoorn,zuid holland,netherlands,51.8269,4.1917,1530.0,,zuid holland-Non-MA
508,bosschenhoofd,north brabant,netherlands,51.56083,4.54028,1925.0,,north brabant-Non-MA
509,lauwersoog,groningen,netherlands,53.40468,6.21418,130.0,,groningen-Non-MA
510,spakenburg,utrecht,netherlands,52.25,5.36667,4375.0,,utrecht-Non-MA
511,vinkel,north brabant,netherlands,51.70583,5.4625,60.0,,north brabant-Non-MA
512,heelsum,gelderland,netherlands,51.98417,5.75833,3175.0,,gelderland-Non-MA
513,drimmelen,north brabant,netherlands,51.70667,4.80417,450.0,,north brabant-Non-MA
514,terschuur,gelderland,netherlands,52.165,5.51667,1480.0,,gelderland-Non-MA
515,bleskensgraaf,south holland,netherlands,51.8725,4.78333,2800.0,,south holland-Non-MA
516,geesteren,gelderland,netherlands,52.13917,6.52639,555.0,,gelderland-Non-MA
517,hoornaar,south holland,netherlands,51.87917,4.94722,440.0,,south holland-Non-MA
518,peize,drenthe,netherlands,53.14667,6.49722,4295.0,,drenthe-Non-MA
519,baambrugge,utrecht,netherlands,52.24583,4.98889,1010.0,,utrecht-Non-MA
520,panheel,limburg,netherlands,51.17583,5.87361,215.0,,limburg-Non-MA
521,dussen,north brabant,netherlands,51.73083,4.9625,2528.0,,north brabant-Non-MA
522,mook,limburg,netherlands,51.7525,5.88194,2715.0,,limburg-Non-MA
523,den oever,north holland,netherlands,52.93353,5.03079,2145.0,,north holland-Non-MA
524,siddeburen,groningen,netherlands,53.25,6.86806,2910.0,,groningen-Non-MA
525,vierpolders,south holland,netherlands,51.87917,4.17917,1215.0,,south holland-Non-MA
526,reek,north brabant,netherlands,51.74583,5.68194,1495.0,,north brabant-Non-MA
527,hulshorst,gelderland,netherlands,52.36333,5.73194,775.0,,gelderland-Non-MA
528,luyksgestel,north brabant,netherlands,51.28917,5.32361,2465.0,,north brabant-Non-MA
529,makkum,friesland,netherlands,53.05458,5.40231,3285.0,,friesland-Non-MA
530,zegveld,utrecht,netherlands,52.115,4.83611,2348.0,,utrecht-Non-MA
531,nijkerkerveen,gelderland,netherlands,52.195,5.46667,2905.0,,gelderland-Non-MA
532,posterholt,limburg,netherlands,51.12333,6.03472,3540.0,,limburg-Non-MA
533,lith,north brabant,netherlands,51.80583,5.43889,2895.0,,north brabant-Non-MA
534,de steeg,gelderland,netherlands,52.02,6.06111,990.0,,gelderland-Non-MA
535,eiland,north brabant,netherlands,51.4275,4.36667,150.0,,north brabant-Non-MA
536,ureterp,friesland,netherlands,53.09244,6.16718,3810.0,,friesland-Non-MA
537,slochteren,groningen,netherlands,53.22078,6.80547,2055.0,,groningen-Non-MA
538,lisserbroek,north holland,netherlands,52.25667,4.57222,3360.0,,north holland-Non-MA
539,wildervank,groningen,netherlands,53.08083,6.8625,2990.0,,groningen-Non-MA
540,nieuwendijk,north brabant,netherlands,51.775,4.92083,3659.0,,north brabant-Non-MA
541,kolham,groningen,netherlands,53.1825,6.74444,850.0,,groningen-Non-MA
542,rucphen,north brabant,netherlands,51.53167,4.55833,3660.0,,north brabant-Non-MA
543,vijfhuizen,north holland,netherlands,52.35083,4.67778,1895.0,,north holland-Non-MA
544,noordhorn,groningen,netherlands,53.26167,6.39583,1375.0,,groningen-Non-MA
545,vlodrop,limburg,netherlands,51.13333,6.07639,1860.0,,limburg-Non-MA
546,driel,gelderland,netherlands,51.95917,5.81389,2940.0,,gelderland-Non-MA
547,ottersum,limburg,netherlands,51.70333,5.98333,1585.0,,limburg-Non-MA
548,kootwijkerbroek,gelderland,netherlands,52.15083,5.66944,1690.0,,gelderland-Non-MA
549,herkenbosch,limburg,netherlands,51.15333,6.06389,3935.0,,limburg-Non-MA
550,dreumel,gelderland,netherlands,51.8492,5.4325,3150.0,,gelderland-Non-MA
551,maasdam,south holland,netherlands,51.78917,4.55556,585.0,,south holland-Non-MA
552,boven hardinxveld,south holland,netherlands,51.82333,4.88194,4500.0,,south holland-Non-MA
553,otterlo,gelderland,netherlands,52.1,5.77222,2230.0,,gelderland-Non-MA
554,vredepeel,limburg,netherlands,51.54083,5.86806,240.0,,limburg-Non-MA
555,weurt,gelderland,netherlands,51.8833,5.7,283.0,,gelderland-Non-MA
556,breskens,zeeland,netherlands,51.39583,3.55556,4335.0,,zeeland-Non-MA
557,leens,groningen,netherlands,53.36,6.37917,1675.0,,groningen-Non-MA
558,rekken,gelderland,netherlands,52.09417,6.725,485.0,,gelderland-Non-MA
559,oirsbeek,limburg,netherlands,50.95083,5.90833,3600.0,,limburg-Non-MA
560,chaam,north brabant,netherlands,51.50583,4.86111,2805.0,,north brabant-Non-MA
561,gouderak,south holland,netherlands,51.98417,4.67778,2635.0,,south holland-Non-MA
562,wekerom,gelderland,netherlands,52.1125,5.71389,2540.0,,gelderland-Non-MA
